127.0.0.1 - - [30/Apr/2023:00:52:51 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:54:34 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
127.0.0.1 - - [30/Apr/2023:01:55:28 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:55:28 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6087
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:55:29 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:55:29 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:55:29 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:58:22 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6071
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:58:22 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:58:22 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:58:37 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6070
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:58:37 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:58:37 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:59:45 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6066
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:59:45 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:59:45 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:02:07 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:02:07 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:02:07 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
127.0.0.1 - - [30/Apr/2023:02:19:47 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:19:47 +0530] "GET /ZeroToOne/servlet/com.blog.servlets.RegisterServlet HTTP/1.1" 404 810
127.0.0.1 - - [30/Apr/2023:02:49:20 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:49:20 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:49:20 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:49:20 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:49:42 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:49:42 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:11 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:11 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:12 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:38 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:38 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:38 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:38 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:38 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:38 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:39 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:39 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:39 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:40 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:42 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:42 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:42 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:43 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:43 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:43 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:43 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:43 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:43 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:43 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:43 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:50:43 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:54:06 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4869
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:54:06 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:54:07 +0530] "POST /RegisterServlet HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:54:11 +0530] "POST /RegisterServlet HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:54:26 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:54:26 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:54:28 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4869
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:54:28 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:54:31 +0530] "POST /RegisterServlet HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:54:37 +0530] "POST /RegisterServlet HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [30/Apr/2023:02:55:00 +0530] "POST /RegisterServlet HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:03:23 +0530] "POST /RegisterServlet HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:03:26 +0530] "POST /RegisterServlet HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:03:41 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:03:41 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:03:43 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4975
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:03:43 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:03:45 +0530] "POST /RegisterServlet HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:09:03 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4874
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:09:03 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:09:31 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:09:31 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4972
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:09:31 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:11:03 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4874
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:11:03 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:11:22 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:11:22 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4972
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:11:22 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:11:25 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4874
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:11:25 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
127.0.0.1 - - [30/Apr/2023:03:13:14 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:14 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:14 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:17 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4874
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:17 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:41 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:41 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:41 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:47 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4874
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:47 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:50 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:50 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:50 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:53 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:53 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:53 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:55 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:55 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:13:55 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:14:50 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4877
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:14:50 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:14:52 +0530] "POST /RegisterServlet HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:20:54 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:20:59 +0530] "POST /RegisterServlet HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:22:14 +0530] "POST /ZeroToOne/RegisterServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:22:14 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4974
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:22:14 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:22:16 +0530] "POST /RegisterServlet HTTP/1.1" 404 766
127.0.0.1 - - [30/Apr/2023:03:25:14 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:15 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:15 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:17 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:17 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:20 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:20 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4963
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:20 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:46 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:46 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4963
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:46 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:47 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:47 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4963
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:47 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:47 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:47 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4963
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:47 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:48 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:48 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4963
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:48 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:48 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:48 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4963
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:48 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:48 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:48 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4963
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:48 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:48 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:48 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4963
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:48 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:49 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:49 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4963
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:49 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:49 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:49 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4963
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:49 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:50 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:50 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4963
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:50 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:50 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:50 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4963
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:50 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:50 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:50 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4963
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:25:50 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:26:02 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:26:02 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:28:59 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4864
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:28:59 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:00 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:00 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:00 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:02 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:02 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:02 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:17 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:17 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:17 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:35 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:35 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:36 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:36 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4963
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:36 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:43 +0530] "POST /ZeroToOne/Servlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:44 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4964
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:44 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:44 +0530] "POST /Servlet HTTP/1.1" 404 758
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:49 +0530] "POST /Servlet HTTP/1.1" 404 758
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:51 +0530] "POST /Servlet HTTP/1.1" 404 758
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:29:54 +0530] "POST /Servlet HTTP/1.1" 404 758
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:31:00 +0530] "POST /Servlet HTTP/1.1" 404 758
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:31:03 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4873
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:31:03 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:31:05 +0530] "POST /Servlet HTTP/1.1" 404 758
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:31:07 +0530] "POST /Servlet HTTP/1.1" 404 758
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:31:19 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:31:19 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:31:20 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4873
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:31:20 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:31:23 +0530] "POST /Servlet HTTP/1.1" 404 758
0:0:0:0:0:0:0:1 - - [30/Apr/2023:03:37:31 +0530] "GET /ZeroToOne/ HTTP/1.1" 200 6240
